stud_id,w4pgrm,w4priv,w4urban3,w4nright,w4all3p,w4all3ps,w4cfree,w4cf3p,w4cf3ps,w4math,w4m3p,w4m3ps,w3w4plus,w3w4minus,w4link,w4illp,w1s502,w4s1081,w4s1082,w4s1083,w4s1084,w4s1085,w4s1086,w4s1134,w4s1135,w4s1136,w4s1144,w4s1145,w4s1146,w4s1151,w4s1152,w4s1153,w4s1154,w4s1155,w4s1156,w4s120,w4s121,w4s122,w4s123,w4s124,w4s125,w4s126,w4s127,w4s1281,w4s1282,w4s1283,w4s1284,w4s1285,w4s1286,w4s1291,w4s1292,w4s1293,w4s1294,w4s1295,w4s1301,w4s1302,w4s1303,w4s1304,w4s1305,w4s1306,w4s409,w4s410,w4s411,w4s415,w4s416,w4s417,w4s418,cp,w4td01,w4td02,w4td03,w4td04,w4td05,w4td06,w4td07,w4td08,w4p101,w4p102,w4p103,w4p234,w4p235,w4p229,w4p413,w4p414,w4p415,w4faedu,w4fahlth,w4moedu,w4mohlth,cp09v08_u,cp09v08_ud,cp09v23,cp13v32v33_u,cp13v32v33_ud,cp13v62,cp19v33v34,cp19v33v34_u,cp19v33v34_ud,cp19v33v34_u_x,cp19v33v34_ud_x,cp19v78,cp19v78_x,cp19v78_k_x,cp19v66,collage,department,salary1,salary2,edu,libart,social,sci,enger,farm,med_sw,serv,els,stem,sex
8803,1,0,1,37,10147,2660,14,9640,485,21,9823,2488,1,1,14,4935,1,2,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,2,1,2,2,2,0,2,0,2,0,2,2,0,0,0,2,0,2,2,2,2,2,6,7,6,3,3,5,4,0,4,2,3,5,4,3,1,3,1,3,3,4,12,4,4,0,6,6,3,1,3,8.0,8.0,,8.0,8.0,,,,,8.0,8.0,5.0,5.0, ,,8.0,8.0,5.0,,0,0,0,0,0,0,0,1,0,0,1
8808,1,1,1,20,3830,8928,10,4945,5940,10,2990,10206,2,3,8,8488,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,6,1,4,0,0,0,2,2,5,3,4,2,1,3,1,3,3,6,12,4,3,0,12,7,1,6,2,1.0,5.0,,1.0,5.0,,,,,1.0,5.0,,5.0, ,13.0,1.0,5.0,5.0,13.0,0,0,0,0,1,0,0,0,0,1,0
8809,3,1,1,15,1847,10420,10,4213,9423,6,548,10703,1,5,7,11891,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0,0,2,5,3,5,2,4,4,6,0,1,2,2,1,2,2,3,3,3,3,3,0,11,3,4,5,12,6,3,1,5,1.0,1.0,,1.0,1.0,,,,,,,,, ,,1.0,1.0,,,1,0,0,0,0,0,0,0,0,0,1
8811,2,1,0,17,2779,9506,8,4016,6910,9,2163,10126,4,6,6,10924,1,0,0,0,2,0,2,2,2,0,2,0,2,0,2,2,2,2,2,3,1,1,1,3,3,2,1,2,2,0,2,2,2,2,0,0,0,2,2,2,2,2,0,2,2,2,3,3,7,5,1,0,1,1,4,1,3,5,3,3,1,3,1,3,12,3,3,6,12,2,1,1,3,6.0,3.0,,6.0,3.0,,,,,,,,, ,,6.0,3.0,,,0,0,1,0,0,0,0,0,0,0,1
8818,1,0,1,42,12379,6455,16,11700,4077,22,10705,5054,4,2,15,2226,0,0,2,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0,2,0,0,0,0,2,2,6,6,6,2,3,0,4,0,2,2,3,1,2,2,1,1,1,3,3,5,3,4,4,5,3,2,3,1,3,1.0,5.0,,1.0,5.0,,,,,1.0,5.0,,, ,18.0,1.0,5.0,18.0,18.0,0,0,0,0,1,0,0,0,0,1,0
8822,2,0,2,13,1616,9999,8,3061,7650,7,655,11349,2,3,4,7566,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,3,7,2,4,0,3,0,2,1,2,3,4,3,3,3,1,3,3,2,3,6,6,2,3,7,3,6,5,8.0,7.0,,,,,,,,,,,, ,,8.0,8.0,,,0,0,0,0,0,0,0,1,0,0,1
8843,1,0,0,18,3259,8210,8,2646,8409,11,4192,6376,0,4,8,11880,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,2,2,5,7,6,5,7,7,3,0,4,2,5,5,4,2,3,3,1,3,3,7,2,6,6,7,2,2,5,1,5,8.0,7.0,,8.0,7.0,,,,,,,,, ,,8.0,7.0,,,0,0,0,0,0,0,1,0,0,0,1
8844,2,0,0,39,11000,4457,16,8657,772,26,12231,8341,1,3,13,8806,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,3,2,1,1,1,2,1,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0,2,2,2,6,6,3,0,3,0,4,0,1,1,2,1,2,4,1,3,1,3,3,6,5,4,3,8,5,5,2,1,3,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,1
8856,0,1,2,11,305,12368,7,1531,10574,7,735,11119,2,4,5,9778,0,2,2,2,2,2,0,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,2,0,2,4,0,2,1,5,3,4,4,1,3,1,3,3,5,12,4,6,6,12,7,3,1,3,,,,6.0,8.0,6.0,,,,,,,, ,,6.0,8.0,6.0,,0,0,0,0,0,0,0,1,0,0,0
8864,1,0,1,44,12031,4040,19,12146,6285,24,10835,3591,6,1,15,218,0,2,2,2,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,0,2,0,2,2,2,2,2,6,6,6,5,3,0,3,0,2,1,3,3,2,2,3,3,1,3,3,0,12,3,6,0,12,2,5,1,0,,,,9.0,3.0,,,,,9.0,3.0,7.0,7.0, ,7.0,9.0,3.0,7.0,7.0,0,0,1,0,0,0,0,0,0,0,0
8870,2,1,1,18,1972,10727,8,2171,10224,10,2193,8794,6,3,7,1332,1,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,1,2,1,1,1,1,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,3,7,5,5,4,2,4,0,2,2,2,3,2,2,2,3,1,3,3,6,12,3,3,5,11,6,3,1,3,6.0,3.0,,,,,,,,,,,, ,,6.0,6.0,,,0,0,0,0,0,1,0,0,0,0,1
8874,1,0,1,42,11583,4783,15,8718,608,24,11376,4272,1,1,12,4880,0,0,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,0,2,0,2,2,0,0,2,2,0,2,2,2,2,2,6,6,6,3,2,5,6,0,2,1,2,1,4,2,3,2,1,3,3,6,12,4,4,7,3,2,3,6,5,6.0,3.0,,6.0,3.0,,,,,,,,, ,,6.0,3.0,,,0,0,1,0,0,0,0,0,0,0,0
8878,1,0,1,11,670,11875,7,3673,7392,7,258,12144,0,8,1,12249,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,2,2,2,5,5,6,3,0,4,6,0,2,1,2,3,2,2,3,3,1,3,3,0,12,4,4,0,4,2,3,1,3,6.0,2.0,,6.0,2.0,,,,,6.0,2.0,,, ,7.0,6.0,2.0,7.0,7.0,0,1,0,0,0,0,0,0,0,0,0
8879,1,0,1,35,9791,3616,11,4448,7188,22,10700,5101,1,3,12,9620,1,0,0,2,0,2,2,2,2,0,0,0,2,2,0,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,2,0,2,2,0,0,0,2,2,0,2,2,2,2,2,2,6,8,3,5,0,0,3,1,2,1,3,4,3,3,1,3,3,3,12,3,4,3,12,3,3,2,3,6.0,4.0,,6.0,4.0,,,,,,,,, ,,6.0,4.0,,,0,0,0,1,0,0,0,0,0,1,1
8881,2,0,0,22,3724,9190,15,8772,586,10,848,11796,1,6,8,12248,1,2,2,2,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,1,3,1,3,1,3,1,3,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2,6,0,2,9,7,0,3,0,2,1,3,3,2,2,3,3,1,3,3,0,12,3,3,0,12,3,5,5,5,,,,6.0,8.0,,,,,6.0,8.0,,, ,6.0,6.0,8.0,6.0,6.0,0,0,0,0,0,0,0,1,0,0,1
8902,1,0,1,39,11526,4498,16,10035,113,24,11922,6850,1,4,11,9866,1,0,0,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,5,0,6,2,3,0,4,0,2,1,3,1,2,2,3,0,1,3,3,6,12,6,6,6,12,3,5,2,5,,,,6.0,5.0,,,,,6.0,5.0,,, ,8.0,6.0,5.0,8.0,8.0,0,0,0,0,1,0,0,0,0,1,1
8913,1,0,1,22,3700,10625,8,3248,7377,15,5245,8754,2,7,6,12216,0,2,0,0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,5,2,2,2,2,2,2,2,0,0,0,0,2,2,2,0,0,0,2,0,2,2,2,2,2,6,6,6,3,4,0,3,0,5,5,4,2,3,5,3,3,1,3,3,7,3,4,4,7,3,0,3,0,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,0
8916,3,1,1,12,545,12178,7,1452,9609,6,535,11338,4,6,7,11003,1,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,0,2,3,3,6,2,6,2,4,0,1,1,2,1,2,2,1,0,1,3,3,3,12,3,3,3,12,6,5,1,3,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,1
8917,1,1,1,25,6356,5498,8,4299,6531,14,6388,4959,2,4,11,10316,1,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,3,3,3,3,5,3,3,3,0,2,2,2,2,2,2,0,0,0,2,2,2,0,2,2,2,6,6,6,3,3,0,4,0,4,2,5,5,4,2,3,3,1,3,3,7,12,6,6,7,3,3,5,2,3,9.0,7.0,,,,,,,,,,,, ,,9.0,9.0,,,0,0,0,0,0,0,0,0,1,0,1
8918,0,1,1,12,1033,10411,8,2615,9168,5,134,11614,2,6,2,11751,1,2,2,2,2,2,0,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,9,2,2,1,0,1,1,3,3,4,4,3,3,1,3,3,0,5,5,5,0,5,3,1,6,5,6.0,7.0,,6.0,7.0,,,,,,,,, ,,6.0,7.0,,,0,0,0,0,0,0,1,0,0,0,1
8933,1,0,1,40,10739,2172,17,9935,121,24,11418,5464,7,2,14,303,1,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,4,4,4,4,5,3,7,0,2,4,3,3,4,2,3,2,1,3,3,0,12,4,4,0,11,0,3,6,5,1.0,5.0,,3.0,5.0,,,,,3.0,5.0,,, ,6.0,3.0,5.0,6.0,6.0,0,0,0,0,1,0,0,0,0,1,1
8934,3,0,0,19,2942,9522,10,6037,4377,4,133,11857,2,3,7,9723,1,0,0,2,2,0,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,2,3,2,2,2,0,0,0,2,0,2,2,2,2,0,2,2,2,2,2,0,2,2,2,6,2,4,5,3,0,1,1,2,1,2,2,1,0,1,3,3,0,3,4,6,7,12,2,3,6,3,6.0,5.0,,6.0,5.0,,,,,6.0,5.0,10.0,10.0, ,12.0,6.0,5.0,10.0,12.0,0,0,0,0,1,0,0,0,0,1,1
8936,0,1,0,16,2378,9731,5,884,9751,11,4358,6323,2,4,5,10171,1,2,2,2,2,2,0,2,2,2,2,2,2,1,1,1,1,1,1,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,2,0,0,3,0,1,3,2,1,2,4,2,3,1,3,3,3,12,4,4,3,12,2,5,6,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,1
8940,1,0,0,37,10076,1151,17,11900,4456,20,8786,1025,3,2,14,4309,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,6,6,6,2,4,0,3,0,2,1,3,3,4,1,2,0,1,3,3,7,4,3,2,4,4,5,4,0,4,5.0,8.0,,5.0,8.0,,,,,5.0,8.0,,, ,17.0,5.0,8.0,17.0,17.0,0,0,0,0,0,0,0,1,0,0,0
8941,1,0,1,42,12692,7409,15,11235,2709,24,12109,7670,2,2,14,4557,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,2,2,2,1,2,2,2,2,2,2,2,0,2,0,2,0,2,2,0,0,0,2,0,2,2,2,2,2,0,2,6,9,3,0,4,0,1,3,2,1,4,2,3,3,1,3,3,7,12,5,3,7,12,6,3,1,3,1.0,2.0,,1.0,2.0,,5.0,,,1.0,2.0,,, ,,1.0,2.0,,,0,1,0,0,0,0,0,0,0,0,0
8948,1,1,0,39,11616,4853,15,11346,2018,23,10638,3192,3,2,14,3245,0,2,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,2,7,5,3,0,2,2,3,5,4,2,3,3,1,3,3,7,4,5,4,7,0,0,3,2,5,8.0,3.0,,,,,,,,,,,, ,,8.0,8.0,,,0,0,0,0,0,0,0,1,0,0,0
8952,0,1,0,14,1788,10043,5,1372,9456,7,1165,9667,3,5,7,10733,0,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,2,7,2,3,0,1,1,3,3,2,2,3,3,3,3,3,5,12,3,5,0,12,7,5,6,5,4.0,3.0,,4.0,3.0,,,,,4.0,3.0,,, ,12.0,4.0,3.0,12.0,12.0,0,0,1,0,0,0,0,0,0,0,0
8954,1,0,1,12,562,12233,5,1766,9429,5,244,11649,2,6,4,11889,1,2,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,5,5,6,5,7,4,6,0,1,2,3,3,2,4,2,0,1,3,3,3,12,3,3,3,12,2,3,1,3,9.0,3.0,2.0,,,,,,,9.0,3.0,,4.0, ,10.0,9.0,3.0,4.0,10.0,0,0,1,0,0,0,0,0,0,0,1
8956,1,0,1,30,8407,3099,9,4088,9971,17,7732,2979,3,5,10,9177,0,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,0,2,1,2,2,2,1,2,2,2,0,0,0,2,0,2,2,2,0,0,2,0,0,0,2,0,2,6,6,6,2,4,5,6,0,1,1,2,3,3,5,3,3,3,3,3,6,12,4,4,6,12,2,3,1,3,6.0,3.0,,6.0,3.0,,,,,6.0,3.0,,, ,6.0,6.0,3.0,6.0,6.0,0,0,1,0,0,0,0,0,0,0,0
8958,1,0,0,36,10401,2862,16,11323,2685,23,11469,5354,2,0,13,2327,1,0,0,0,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,1,2,1,2,1,1,2,2,0,0,2,0,2,2,2,0,0,2,2,0,2,2,0,2,2,3,6,6,3,6,7,0,0,2,1,3,1,2,4,1,2,1,3,3,3,3,5,5,3,3,0,3,6,3,,,,,,4.0,,,,,,,, ,9.0,,,4.0,9.0,0,0,0,0,0,0,0,0,0,0,1
8966,0,1,2,17,2791,10235,8,3779,8125,11,2468,11423,2,3,6,7985,0,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5,3,2,7,3,0,2,3,2,3,2,2,1,3,1,3,6,6,12,6,2,4,7,4,4,6,1,8.0,2.0,3.0,8.0,2.0,,,,,8.0,2.0,,, ,10.0,8.0,2.0,3.0,10.0,0,1,0,0,0,0,0,0,0,0,0
8970,0,1,1,42,11768,5993,17,11371,1936,23,9863,3078,4,0,15,433,0,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,4,5,6,0,4,4,5,5,4,4,1,3,1,3,3,8,12,3,3,0,11,2,3,1,3,,,,,,,,,,,,5.0,5.0, ,5.0,,,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0
8972,1,0,2,13,664,12546,3,67,12093,8,2329,9977,1,4,5,11562,0,2,2,2,2,2,0,2,2,0,2,2,0,2,2,0,2,2,2,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,0,0,6,3,6,6,2,0,4,1,5,5,3,4,3,3,1,3,3,3,12,3,3,5,12,3,5,2,5,1.0,5.0,,1.0,5.0,,,,,,,,, ,,1.0,5.0,,,0,0,0,0,1,0,0,0,0,1,0
8982,3,1,0,18,1767,12339,12,6476,4561,13,1397,12248,2,6,3,11007,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,0,2,3,5,6,3,4,6,6,0,4,4,5,5,4,4,3,3,3,3,6,7,12,4,2,4,7,0,5,3,4,8.0,4.0,4.0,8.0,4.0,6.0,,,,,,,, ,,8.0,4.0,6.0,,0,0,0,1,0,0,0,0,0,1,0
8993,1,0,1,32,8754,736,12,7978,6298,20,9445,1584,4,0,12,718,0,2,2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,2,2,0,2,0,2,0,2,2,2,2,2,6,6,6,9,4,6,6,0,1,3,2,2,2,2,2,0,1,3,3,7,12,4,4,7,12,3,1,6,5,6.0,4.0,,6.0,4.0,5.0,,,,6.0,4.0,,, ,6.0,6.0,4.0,5.0,6.0,0,0,0,1,0,0,0,0,0,1,0
8995,1,0,1,42,11749,2951,17,11778,3766,24,11453,4757,2,0,16,2080,0,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,6,6,6,2,3,5,4,0,2,2,3,3,4,2,3,0,1,3,3,7,6,4,4,7,6,0,3,0,5,6.0,3.0,,6.0,3.0,,,,,6.0,3.0,,, ,7.0,6.0,3.0,7.0,7.0,0,0,1,0,0,0,0,0,0,0,0
8999,3,0,1,17,3261,8812,7,2425,8378,12,4606,6170,4,3,9,5113,0,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,3,3,6,2,0,2,3,0,2,2,2,3,4,2,3,3,3,3,3,7,4,6,4,7,4,7,3,1,5,6.0,5.0,,6.0,5.0,,,,,6.0,5.0,,, ,14.0,6.0,5.0,14.0,14.0,0,0,0,0,1,0,0,0,0,1,0
9004,3,0,0,8,111,12400,7,1907,10589,3,76,11731,2,6,3,12197,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,2,6,3,6,2,7,2,3,0,3,1,4,2,3,4,1,3,1,3,3,2,3,4,3,6,12,0,5,4,3,3.0,6.0,,3.0,6.0,5.0,,,,,,,, ,,3.0,6.0,5.0,,0,0,0,0,0,1,0,0,0,0,0
9005,1,1,0,9,16,12668,1,4,12185,5,261,11550,14,15,18,12250,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,0,2,0,0,2,2,0,2,2,2,2,2,5,5,6,0,3,4,4,0,1,1,4,2,2,2,2,0,3,3,5,7,5,3,2,4,7,0,5,3,4,,,,,,,,,,4.0,3.0,,, ,11.0,4.0,3.0,11.0,11.0,0,0,1,0,0,0,0,0,0,0,1
9008,1,0,1,37,10361,2645,15,9901,3957,21,10120,4083,2,0,14,2107,1,2,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,6,9,3,5,1,0,2,2,3,3,4,4,1,3,1,3,3,7,3,3,6,3,3,7,5,6,5,1.0,2.0,,1.0,2.0,,,,,,,,, ,,1.0,2.0,,,0,1,0,0,0,0,0,0,0,0,1
9010,3,0,1,34,8843,1919,14,7312,2141,23,10802,4479,4,3,13,4277,1,0,0,0,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,0,2,2,2,2,2,0,2,3,3,5,9,6,2,2,0,1,1,3,3,2,5,1,3,1,3,5,3,12,6,2,4,7,4,4,6,3,6.0,3.0,,6.0,3.0,,,,,,,,, ,,6.0,3.0,,,0,0,1,0,0,0,0,0,0,0,1
9011,1,0,1,43,12438,7054,18,11910,5109,23,11349,5982,2,3,14,6928,0,0,2,2,2,2,2,2,0,2,0,0,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,2,2,2,6,9,3,0,3,0,2,2,2,3,4,3,3,2,1,3,3,3,12,3,3,6,12,7,3,6,3,,,5.0,,,,,,,,,,, ,,,,5.0,,0,0,0,0,0,0,0,0,0,0,0
9017,3,0,1,39,11148,2374,15,9919,132,20,9303,1283,3,3,12,5002,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,0,2,6,6,5,5,0,4,3,0,2,2,3,3,2,2,3,3,1,3,3,0,12,6,6,0,12,7,3,6,3,1.0,6.0,,1.0,6.0,5.0,,,,1.0,6.0,,, ,7.0,1.0,6.0,5.0,7.0,0,0,0,0,0,1,0,0,0,0,1
9028,1,0,0,35,9367,416,14,9021,2252,21,9361,1487,2,0,13,2280,1,0,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,0,2,2,2,2,2,6,6,6,2,7,5,3,0,1,1,3,3,2,2,3,2,1,3,3,2,12,6,6,2,12,0,3,2,3,8.0,3.0,,8.0,3.0,5.0,,,,8.0,3.0,,, ,11.0,8.0,3.0,5.0,11.0,0,0,1,0,0,0,0,0,0,0,1
9029,0,1,1,19,4022,8689,8,3716,7998,15,6084,5639,6,5,7,4588,1,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,1,3,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,5,0,4,3,0,2,1,3,3,2,2,3,3,1,3,3,2,4,6,6,2,4,5,1,5,3,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,1
9033,2,1,1,20,3591,9619,6,1494,10884,13,4311,8103,4,3,6,4396,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,2,0,0,6,3,4,0,3,0,1,1,4,3,2,2,3,2,1,3,6,0,12,4,5,0,3,2,3,5,3,1.0,8.0,,1.0,8.0,,,,,,,,, ,,1.0,8.0,,,0,0,0,0,0,0,0,1,0,0,0
9045,0,1,0,13,1155,12167,8,3167,9124,9,2077,10730,3,1,5,4014,1,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,2,3,0,2,0,2,2,3,1,2,2,3,2,1,3,5,0,0,4,2,4,7,4,4,5,3,4.0,4.0,,4.0,4.0,5.0,,,,,,,, ,,4.0,4.0,5.0,,0,0,0,1,0,0,0,0,0,1,1
9046,1,0,0,48,13023,9274,21,12375,10615,26,12254,8614,4,0,17,443,0,2,2,2,2,2,0,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,0,2,0,2,2,0,0,2,2,2,2,2,6,3,3,0,6,0,1,1,4,1,4,2,3,3,1,3,6,3,12,4,2,4,7,4,4,0,5,6.0,3.0,,6.0,3.0,,,,,6.0,3.0,,, ,8.0,6.0,3.0,8.0,8.0,0,0,1,0,0,0,0,0,0,0,0
9052,1,0,0,15,1768,9693,10,3647,8016,7,558,10476,1,5,3,11967,0,0,2,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,0,2,2,0,2,0,2,0,2,2,2,2,2,6,6,6,9,6,5,4,0,1,1,2,1,2,2,3,3,1,3,3,0,12,3,6,0,12,2,5,1,5,,,,,,5.0,,,,,,,, ,,,,5.0,,0,0,0,0,0,0,0,0,0,0,0
9053,1,0,0,32,7847,4104,12,7432,12248,15,5734,7105,2,2,12,6111,0,0,0,0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,0,0,2,0,2,2,2,2,2,2,5,6,3,2,6,6,0,4,2,3,5,4,3,3,3,1,3,3,6,12,3,3,6,12,2,3,5,3,,,,,,6.0,,,,,,,, ,5.0,,,6.0,5.0,0,0,0,0,0,0,0,0,0,0,0
9054,1,0,1,27,6497,3831,12,10111,7319,16,6448,2582,8,3,13,770,0,2,2,2,2,2,0,2,2,0,0,0,2,0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,0,3,9,6,0,6,0,2,1,2,5,4,3,1,0,1,3,3,7,11,6,4,7,5,6,5,5,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,0
9058,2,1,2,26,6458,3073,9,5282,5844,17,7024,1442,3,1,11,3281,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,2,2,2,0,2,0,0,0,2,2,0,2,2,0,2,6,3,6,2,4,2,3,0,0,1,6,4,3,1,2,0,3,3,3,3,12,3,3,3,12,2,1,1,3,6.0,1.0,,6.0,1.0,,,,,,,,, ,,6.0,1.0,,,1,0,0,0,0,0,0,0,0,0,1
9059,3,0,1,38,10102,4398,17,9409,222,21,9604,3727,4,1,12,1255,0,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,2,3,3,6,5,6,2,3,0,3,5,4,1,2,2,1,0,1,3,3,1,5,4,6,7,3,0,3,0,3,,,7.0,,,,,,,,,,, ,12.0,,,7.0,12.0,0,0,0,0,0,0,0,0,0,0,0
